gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
CADM3	Q8N126	228	22	direct_multi_method	likely
CADM4	Q8NFZ8	181	20	direct_multi_method	canonical
CALCR	P30988	331	9	direct_multi_method	canonical
CALCRL	Q16602	248	35	direct_multi_method	canonical
CALHM1	Q8IU99	188	19	direct_multi_method	canonical
CALHM2	Q9HA72	153	10	supportive_but_indirect	canonical
CALHM3	Q86XJ0	95	9	direct_multi_method	likely
CALHM4	Q5JW98	60	4	supportive_but_indirect	likely
CALHM5	Q8N5C1	84	3	weak	low
CALHM6	Q5R3K3	195	7	supportive_but_indirect	likely
CALR	P27797	360	20	direct_multi_method	likely
CALY	Q9NYX4	214	11	direct_multi_method	likely
CAMKV	Q8NCB2	203	4	supportive_but_indirect	likely
CAMP	P49913	370	18	direct_single_method	likely
CANT1	Q8WVQ1	240	5	weak	low
CANX	P27824	313	13	direct_multi_method	likely
CAPRIN1	Q14444	250	10	direct_multi_method	likely
CASD1	Q96PB1	211	10	weak	no
CASR	P41180	310	33	direct_multi_method	canonical
CATIP	Q7Z7H3	135	0	weak	no
CATSPER1	Q8NEC5	211	29	direct_multi_method	likely
CATSPER2	Q96P56	172	27	direct_multi_method	likely
CATSPER3	Q86XQ3	216	21	direct_multi_method	likely
CATSPER4	Q7RTX7	125	16	supportive_but_indirect	likely
CATSPERB	Q9H7T0	318	1	weak	likely
CATSPERD	Q86XM0	108	11	direct_multi_method	likely
CATSPERE	Q5SY80	63	8	supportive_but_indirect	likely
CATSPERG	Q6ZRH7	89	7	supportive_but_indirect	likely
CATSPERH	E9PQX1	31	3	supportive_but_indirect	likely
CATSPERQ	Q2WGJ8	48	8	supportive_but_indirect	likely
CATSPERT	Q53TS8	137	8	direct_multi_method	likely
CATSPERZ	Q9NTU4	99	10	weak	no
CAV1	Q03135	325	32	direct_multi_method	canonical
CAV2	P51636	302	23	direct_single_method	likely
CAV3	P56539	285	20	supportive_but_indirect	likely
CAVIN1	Q6NZI2	217	32	supportive_but_indirect	low
CAVIN2	O95810	277	20	weak	no
CAVIN3	Q969G5	232	14	weak	no
CAVIN4	Q5BKX8	187	15	weak	no
CBARP	Q8N350	330	0	weak	low
CBLN1	P23435	203	21	weak	low
CBLN2	Q8IUK8	179	13	weak	low
CBLN3	Q6UW01	106	7	weak	no
CBX3	Q13185	232	6	weak	no
CCBE1	Q6UXH8	211	17	weak	no
CCDC107	Q8WV48	72	0	weak	no
CCDC124	Q96CT7	137	0	weak	no
CCDC126	Q96EE4	79	0	weak	low
CCDC136	Q96JN2	151	1	weak	no
CCDC144A	A2RUR9	183	1	weak	no
CCDC154	A6NI56	57	1	weak	no
CCDC167	Q9P0B6	74	1	weak	no
CCDC188	H7C350	34	1	weak	low
CCDC198	Q9NVL8	265	2	weak	low
CCDC24	Q8N4L8	68	0	weak	no
CCDC25	Q86WR0	180	15	direct_multi_method	canonical
CCDC3	Q9BQI4	153	6	weak	no
CCDC54	Q8NEL0	154	3	weak	no
CCDC70	Q6NSX1	63	0	weak	low
CCDC78	A2IDD5	126	4	weak	low
CCDC80	Q76M96	321	0	weak	low
CCDC81	Q6ZN84	73	0	weak	no
CCDC85C	A6NKD9	126	7	weak	no
CCDC97	Q96F63	97	0	weak	no
CCKAR	P32238	349	6	supportive_but_indirect	canonical
CCKBR	P32239	318	17	direct_multi_method	canonical
CCL21	O00585	374	4	weak	no
CCL25	O15444	276	23	weak	low
CCL27	Q9Y4X3	358	3	weak	no
CCL5	P13501	344	21	weak	no
CCN1	O00622	312	26	weak	low
CCN2	P29279	341	19	direct_single_method	likely
CCN3	P48745	284	21	weak	likely
CCN5	O76076	217	14	weak	no
CCN6	O95389	323	4	weak	no
CCNY	Q8ND76	196	6	weak	no
CCNYL1	Q8N7R7	116	1	weak	no
CCNYL1B	A0A8V8TMC4	1	0	weak	no
CCPG1	Q9ULG6	201	5	weak	no
CCR1	P32246	274	34	direct_multi_method	canonical
CCR10	P46092	260	32	direct_multi_method	canonical
CCR2	P41597	327	38	direct_multi_method	canonical
CCR3	P51677	297	37	direct_multi_method	canonical
CCR4	P51679	330	27	direct_multi_method	canonical
CCR5	P51681	316	36	direct_multi_method	canonical
CCR6	P51684	321	34	direct_multi_method	canonical
CCR7	P32248	338	28	direct_multi_method	canonical
CCR8	P51685	270	40	direct_multi_method	canonical
CCR9	P51686	278	33	direct_multi_method	canonical
CCRL2	O00421	316	14	direct_multi_method	canonical
CCT5	P48643	189	3	weak	no
CCT7	Q99832	229	8	weak	no
CD101	Q93033	312	22	direct_multi_method	canonical
CD109	Q6YHK3	254	37	direct_multi_method	canonical
CD14	P08571	359	22	direct_multi_method	canonical
CD151	P48509	267	35	direct_multi_method	canonical
CD160	O95971	269	26	direct_multi_method	canonical
CD163	Q86VB7	339	30	direct_multi_method	canonical
CD163L1	Q9NR16	211	11	supportive_but_indirect	likely
CD164	Q04900	213	30	direct_multi_method	canonical
CD164L2	Q6UWJ8	65	0	weak	low
CD177	Q8N6Q3	246	26	direct_multi_method	canonical
CD180	Q99467	217	27	direct_multi_method	likely
CD19	P15391	345	20	direct_multi_method	likely
CD1A	P06126	345	14	direct_multi_method	likely
CD1B	P29016	348	8	direct_single_method	canonical
CD1C	P29017	320	27	direct_multi_method	canonical
CD1D	P15813	341	29	direct_multi_method	canonical
CD1E	P15812	369	14	weak	no
CD2	P06729	350	8	direct_multi_method	canonical
CD200	P41217	331	25	direct_multi_method	canonical
CD200R1	Q8TD46	265	32	direct_multi_method	canonical
CD200R1L	Q6Q8B3	114	11	direct_multi_method	likely
CD207	Q9UJ71	262	36	direct_multi_method	likely
CD209	Q9NNX6	283	37	direct_multi_method	canonical
CD22	P20273	291	31	direct_multi_method	canonical
CD226	Q15762	271	35	direct_multi_method	canonical
CD24	P25063	338	32	direct_multi_method	canonical
CD244	Q9BZW8	304	30	direct_multi_method	canonical
CD247	P20963	315	20	direct_multi_method	canonical
CD248	Q9HCU0	245	37	direct_multi_method	canonical
CD27	P26842	349	25	direct_multi_method	canonical
CD274	Q9NZQ7	340	39	direct_multi_method	canonical
CD276	Q5ZPR3	255	43	direct_multi_method	canonical
CD28	P10747	325	25	direct_multi_method	canonical
CD300A	Q9UGN4	197	27	direct_multi_method	canonical
CD300C	Q08708	295	17	direct_multi_method	canonical
CD300E	Q496F6	218	15	direct_multi_method	likely
CD300H	A0A0K2S4Q6	92	4	direct_single_method	likely
CD300LB	A8K4G0	149	13	direct_multi_method	likely
CD300LD	Q6UXZ3	141	12	direct_multi_method	likely
CD300LF	Q8TDQ1	228	23	direct_multi_method	canonical
CD300LG	Q6UXG3	150	13	direct_single_method	likely
CD302	Q8IX05	249	12	direct_multi_method	canonical
CD320	Q9NPF0	294	17	direct_multi_method	canonical
CD33	P20138	304	35	direct_multi_method	canonical
CD34	P28906	380	18	direct_multi_method	canonical
CD36	P16671	355	30	direct_multi_method	canonical
CD37	P11049	232	31	direct_multi_method	canonical
CD38	P28907	352	30	direct_multi_method	canonical
CD3D	P04234	348	8	direct_multi_method	likely
CD3E	P07766	356	13	direct_multi_method	canonical
CD3G	P09693	306	8	direct_multi_method	canonical
CD4	P01730	365	16	direct_multi_method	canonical
CD40	P25942	324	24	direct_multi_method	canonical
CD40LG	P29965	323	25	direct_multi_method	canonical
CD44	P16070	344	30	direct_multi_method	canonical
CD46	P15529	349	28	direct_multi_method	canonical
CD47	Q08722	345	34	direct_multi_method	canonical
CD48	P09326	332	14	direct_multi_method	canonical
CD5	P06127	360	14	direct_multi_method	canonical
CD52	P31358	283	27	direct_multi_method	canonical
CD53	P19397	241	25	direct_multi_method	canonical
CD55	P08174	353	23	direct_multi_method	canonical
CD58	P19256	252	34	direct_multi_method	canonical
CD59	P13987	301	46	direct_multi_method	canonical
CD5L	O43866	358	16	direct_single_method	low
CD6	P30203	262	24	direct_multi_method	canonical
CD63	P08962	350	29	direct_multi_method	likely
CD68	P34810	373	15	direct_multi_method	likely
CD69	Q07108	363	21	direct_multi_method	canonical
CD7	P09564	308	26	direct_multi_method	canonical
CD70	P32970	285	34	direct_multi_method	canonical
CD72	P21854	223	31	direct_multi_method	canonical
CD74	P04233	360	20	direct_multi_method	canonical
CD79A	P11912	362	13	direct_multi_method	canonical
CD79B	P40259	310	25	direct_multi_method	canonical
CD80	P33681	326	29	direct_multi_method	canonical
CD81	P60033	341	20	direct_multi_method	canonical
CD82	P27701	361	13	direct_multi_method	canonical
CD83	Q01151	311	23	direct_multi_method	canonical
CD84	Q9UIB8	223	27	direct_multi_method	canonical
CD86	P42081	375	24	direct_multi_method	canonical
CD8A	P01732	349	17	direct_multi_method	canonical
CD8B	P10966	337	8	direct_multi_method	canonical
CD8B2	A6NJW9	154	5	direct_single_method	likely
CD9	P21926	343	23	direct_multi_method	canonical
CD93	Q9NPY3	229	42	direct_multi_method	canonical
CD96	P40200	300	28	direct_multi_method	canonical
CD99	P14209	296	25	direct_multi_method	canonical
CD99L2	Q8TCZ2	152	12	direct_multi_method	canonical
CDC37	Q16543	217	4	weak	no
CDC42EP1	Q00587	190	4	weak	no
CDC50A	Q9NV96	174	39	direct_multi_method	canonical
CDC50B	Q3MIR4	138	10	direct_single_method	likely
CDCP1	Q9H5V8	226	32	direct_multi_method	canonical
CDCP2	Q5VXM1	53	0	weak	low
CDH1	P12830	321	25	direct_multi_method	canonical
CDH10	Q9Y6N8	203	11	direct_single_method	likely
CDH11	P55287	339	18	direct_multi_method	canonical
CDH12	P55289	205	12	direct_single_method	likely
CDH13	P55290	308	21	direct_multi_method	canonical
CDH15	P55291	255	15	direct_single_method	likely
CDH16	O75309	196	17	supportive_but_indirect	likely
CDH17	Q12864	324	28	direct_multi_method	likely
CDH18	Q13634	211	13	direct_multi_method	canonical
CDH19	Q9H159	226	3	direct_single_method	likely
CDH2	P19022	327	27	direct_multi_method	canonical
CDH20	Q9HBT6	159	4	supportive_but_indirect	canonical
CDH22	Q9UJ99	212	9	direct_multi_method	canonical
CDH23	Q9H251	270	10	direct_single_method	likely
CDH24	Q86UP0	119	5	weak	canonical
CDH26	Q8IXH8	143	14	direct_multi_method	canonical
CDH3	P22223	256	24	direct_multi_method	canonical
CDH4	P55283	256	18	direct_single_method	canonical
CDH5	P33151	311	38	direct_multi_method	likely
CDH6	P55285	237	28	direct_multi_method	canonical
CDH7	Q9ULB5	165	11	weak	likely
CDH8	P55286	204	15	direct_single_method	likely
CDH9	Q9ULB4	226	10	supportive_but_indirect	likely
CDHR1	Q96JP9	313	2	direct_single_method	likely
CDHR2	Q9BYE9	164	19	direct_single_method	likely
CDHR3	Q6ZTQ4	199	16	direct_multi_method	likely
CDHR4	A6H8M9	125	1	weak	low
CDHR5	Q9HBB8	174	21	supportive_but_indirect	likely
CDIPT	O14735	336	0	weak	no
CDK14	O94921	211	3	weak	no
CDK16	Q00536	186	4	weak	no
CDNF	Q49AH0	183	10	weak	low
CDON	Q4KMG0	224	25	direct_single_method	canonical
CDRT15	Q96T59	38	0	weak	no
CDSN	Q15517	318	16	supportive_but_indirect	likely
CDV3	Q9UKY7	276	0	weak	no
CEACAM1	P13688	250	33	direct_multi_method	canonical
CEACAM18	A8MTB9	63	4	weak	low
CEACAM19	Q7Z692	105	4	weak	likely
CEACAM20	Q6UY09	95	6	supportive_but_indirect	likely
CEACAM21	Q3KPI0	110	5	supportive_but_indirect	canonical
CEACAM3	P40198	351	9	direct_multi_method	likely
CEACAM4	O75871	284	3	direct_single_method	canonical
CEACAM5	P06731	336	24	direct_multi_method	canonical
CEACAM6	P40199	257	36	direct_multi_method	canonical
CEACAM7	Q14002	306	16	direct_multi_method	likely
CEACAM8	P31997	305	34	direct_multi_method	likely
CELA1	Q9UNI1	193	4	weak	no
CELSR1	Q9NYQ6	278	20	direct_multi_method	canonical
CELSR2	Q9HCU4	218	18	direct_multi_method	canonical
CELSR3	Q9NYQ7	223	17	direct_multi_method	canonical
CEMIP	Q8WUJ3	228	22	supportive_but_indirect	likely
CEMIP2	Q9UHN6	189	22	direct_multi_method	canonical
CENPF	P49454	286	0	weak	no
CERCAM	Q5T4B2	292	1	weak	low
CFAP126	Q5VTH2	141	1	weak	no
CFAP299	Q6V702	83	0	weak	no
CFAP65	Q6ZU64	144	5	weak	no
CFAP95	Q5VTT2	139	1	supportive_but_indirect	likely
CFB	P00751	325	11	weak	no
CFC1	P0CG37	328	5	weak	canonical
CFC1B	P0CG36	36	1	weak	low
CFHR2	P36980	214	21	weak	low
CFHR5	Q9BXR6	215	29	weak	no
CFLAR	O15519	309	19	weak	no
CFP	P27918	341	5	supportive_but_indirect	likely
CFTR	P13569	334	36	direct_multi_method	canonical
CGAS	Q8N884	370	13	weak	no
CGB1	A6NKQ9	215	2	weak	no
CGB2	Q6NT52	97	1	weak	no
CGN	Q9P2M7	264	15	weak	no
CHAT	P28329	313	5	weak	low
CHGB	P05060	286	8	supportive_but_indirect	likely
CHIA	Q9BZP6	317	3	weak	no
CHIC2	Q9UKJ5	221	3	weak	no
CHID1	Q9BWS9	143	5	weak	no
CHL1	O00533	298	11	supportive_but_indirect	likely
CHLSN	Q9BRJ6	125	1	weak	no
CHMP2B	Q9UQN3	315	13	weak	no
CHMP5	Q9NZZ3	343	2	weak	no
CHMP6	Q96FZ7	227	9	weak	low
CHODL	Q9H9P2	181	7	weak	no
CHP2	O43745	189	8	weak	no
CHRDL1	Q9BU40	324	3	weak	no
CHRFAM7A	Q494W8	290	16	direct_single_method	canonical
CHRM1	P11229	364	12	supportive_but_indirect	canonical
CHRM2	P08172	239	12	direct_single_method	canonical
CHRM3	P20309	381	19	direct_multi_method	canonical
CHRM4	P08173	209	27	direct_multi_method	canonical
CHRM5	P08912	250	13	direct_single_method	canonical
CHRNA1	P02708	236	28	direct_single_method	likely
CHRNA10	Q9GZZ6	164	23	direct_multi_method	canonical
CHRNA2	Q15822	220	14	direct_single_method	canonical
CHRNA3	P32297	268	17	direct_multi_method	canonical
CHRNA4	P43681	291	26	direct_multi_method	canonical
CHRNA5	P30532	222	24	direct_single_method	canonical
CHRNA6	Q15825	200	17	direct_multi_method	likely
CHRNA7	P36544	257	29	direct_multi_method	canonical
CHRNA9	Q9UGM1	182	35	direct_multi_method	canonical
CHRNB1	P11230	232	26	direct_multi_method	likely
CHRNB2	P17787	209	22	direct_multi_method	canonical
CHRNB3	Q05901	168	12	direct_multi_method	likely
CHRNB4	P30926	206	22	direct_multi_method	canonical
CHRND	Q07001	212	24	direct_multi_method	likely
CHRNE	Q04844	327	6	direct_multi_method	likely
CHRNG	P07510	205	18	direct_multi_method	likely
CHST15	Q7LFX5	197	17	direct_multi_method	canonical
CIB1	Q99828	308	10	weak	no
CIB3	Q96Q77	161	9	weak	no
CIMIP2C	A6NJV1	48	2	weak	no
CIMIP6	Q8N5S3	42	1	weak	no
CIP2A	Q8TCG1	280	6	weak	no
CIRBP	Q14011	254	16	weak	no
CIROP	A0A1B0GTW7	58	2	weak	low
CIROZ	Q8N9H9	57	2	weak	low
CIST1	A0A2R8Y7Y5	18	0	weak	low
CKAP4	Q07065	317	21	direct_multi_method	likely
CKAP5	Q14008	263	3	weak	low
CKLF	Q9UBR5	284	11	weak	low
CLCA1	A8K7I4	265	25	direct_single_method	likely
CLCA2	Q9UQC9	257	18	direct_single_method	likely
CLCA4	Q14CN2	270	5	direct_single_method	canonical
CLCC1	Q96S66	147	10	conflicting	low
CLCN1	P35523	267	24	direct_multi_method	likely
CLCN2	P51788	224	29	direct_multi_method	canonical
CLCN3	P51790	226	27	direct_multi_method	low
CLCN5	P51795	219	23	supportive_but_indirect	low
CLCN7	P51798	226	18	direct_single_method	likely
CLCNKA	P51800	168	22	direct_multi_method	canonical
CLCNKB	P51801	203	26	direct_multi_method	likely
CLDN1	O95832	330	24	direct_multi_method	canonical
CLDN10	P78369	338	20	supportive_but_indirect	canonical
CLDN11	O75508	311	17	direct_single_method	likely
CLDN12	P56749	196	19	direct_single_method	canonical
CLDN14	O95500	206	22	direct_multi_method	canonical
CLDN15	P56746	216	31	direct_multi_method	canonical
CLDN16	Q9Y5I7	211	19	direct_multi_method	likely
CLDN17	P56750	126	9	direct_multi_method	canonical
CLDN18	P56856	265	33	direct_multi_method	canonical
CLDN19	Q8N6F1	204	22	supportive_but_indirect	likely
CLDN2	P57739	269	37	supportive_but_indirect	canonical
CLDN20	P56880	118	11	supportive_but_indirect	canonical
CLDN22	Q8N7P3	115	9	supportive_but_indirect	canonical
CLDN23	Q96B33	162	12	supportive_but_indirect	canonical
CLDN24	A6NM45	86	6	supportive_but_indirect	canonical
CLDN25	C9JDP6	78	8	supportive_but_indirect	canonical
CLDN3	O15551	264	31	direct_multi_method	canonical
CLDN34	H7C241	53	4	weak	low
CLDN4	O14493	281	28	direct_multi_method	canonical
CLDN5	O00501	289	34	direct_multi_method	canonical
CLDN6	P56747	212	32	direct_multi_method	canonical
CLDN7	O95471	305	29	direct_single_method	canonical
CLDN8	P56748	264	29	direct_multi_method	canonical
CLDN9	O95484	211	25	direct_multi_method	canonical
CLDND1	Q9NY35	154	12	supportive_but_indirect	canonical
CLDND2	Q8NHS1	43	1	weak	no
CLEC10A	Q8IUN9	274	23	direct_multi_method	canonical
CLEC12A	Q5QGZ9	248	34	direct_multi_method	canonical
CLEC12B	Q2HXU8	174	13	direct_multi_method	likely
CLEC14A	Q86T13	223	21	direct_multi_method	likely
CLEC17A	Q6ZS10	116	4	direct_single_method	likely
CLEC18B	Q6UXF7	66	1	weak	no
CLEC18C	Q8NCF0	109	1	weak	no
CLEC19A	Q6UXS0	52	1	weak	no
CLEC1A	Q8NC01	149	11	direct_multi_method	canonical
CLEC1B	Q9P126	238	29	direct_multi_method	canonical
CLEC20A	Q6ZU45	14	0	weak	uncertain
CLEC2A	Q6UVW9	278	4	direct_single_method	likely
CLEC2B	Q92478	200	12	direct_multi_method	canonical
CLEC2D	Q9UHP7	192	25	direct_multi_method	canonical
CLEC2L	P0C7M8	71	1	supportive_but_indirect	likely
CLEC3A	O75596	132	7	supportive_but_indirect	likely
CLEC3B	P05452	368	4	weak	no
CLEC4A	Q9UMR7	207	25	direct_multi_method	canonical
CLEC4C	Q8WTT0	300	21	direct_multi_method	likely
CLEC4D	Q8WXI8	332	11	direct_single_method	likely
CLEC4E	Q9ULY5	252	31	direct_multi_method	canonical
CLEC4F	Q8N1N0	253	3	weak	low
CLEC4G	Q6UXB4	211	25	direct_multi_method	likely
CLEC4M	Q9H2X3	210	22	direct_multi_method	likely
CLEC5A	Q9NY25	225	22	direct_multi_method	canonical
CLEC6A	Q6EIG7	242	19	direct_multi_method	canonical
CLEC7A	Q9BXN2	283	35	direct_multi_method	canonical
CLEC9A	Q6UXN8	244	36	direct_multi_method	likely
CLECL1	Q8IZS7	147	5	direct_single_method	likely
CLIC1	O00299	299	15	direct_multi_method	likely
CLIC2	O15247	181	11	supportive_but_indirect	low
CLIC3	O95833	207	12	supportive_but_indirect	likely
CLIC4	Q9Y696	346	6	direct_single_method	likely
CLIC5	Q9NZA1	206	22	conflicting	low
CLIC6	Q96NY7	210	13	conflicting	low
CLMB	Q96GX8	163	3	weak	no
CLMP	Q9H6B4	333	4	direct_single_method	canonical
CLN3	Q13286	252	13	weak	low
CLN5	O75503	208	17	weak	low
CLNS1A	P54105	207	13	supportive_but_indirect	low
CLPSL2	Q6UWE3	37	1	weak	no
CLPTM1	O96005	159	12	supportive_but_indirect	low
CLPTM1L	Q96KA5	164	10	direct_multi_method	likely
CLRN1	P58418	207	16	supportive_but_indirect	likely
CLRN2	A0PK11	74	6	weak	likely
CLRN3	Q8NCR9	106	7	direct_multi_method	likely
CLSTN1	O94985	262	5	direct_single_method	canonical
CLSTN2	Q9H4D0	323	7	direct_single_method	likely
CLSTN3	Q9BQT9	212	19	supportive_but_indirect	likely
CLTRN	Q9HBJ8	212	16	direct_single_method	likely
CLU	P10909	309	22	weak	no
CLUL1	Q15846	102	3	weak	low
CMA1	P23946	318	17	weak	no
CMKLR1	Q99788	246	28	direct_multi_method	canonical
CMKLR2	P46091	178	17	direct_multi_method	canonical
CMTM1	Q8IZ96	123	3	weak	low
CMTM2	Q8TAZ6	153	6	supportive_but_indirect	likely
CMTM3	Q96MX0	180	13	weak	no
CMTM4	Q8IZR5	168	14	supportive_but_indirect	canonical
CMTM5	Q96DZ9	152	11	supportive_but_indirect	likely
CMTM6	Q9NX76	191	27	direct_multi_method	canonical
CMTM7	Q96FZ5	152	11	direct_single_method	canonical
CMTM8	Q8IZV2	131	7	supportive_but_indirect	canonical
CNFN	Q9BYD5	146	3	weak	no
CNGA1	P29973	286	8	supportive_but_indirect	likely
CNGA2	Q16280	219	20	direct_multi_method	likely
CNGA3	Q16281	231	20	direct_multi_method	canonical
CNGA4	Q8IV77	162	12	direct_single_method	likely
CNGB1	Q14028	272	17	direct_multi_method	likely
CNGB3	Q9NQW8	213	18	direct_multi_method	likely
CNIH2	Q6PI25	210	16	weak	low
CNIH3	Q8TBE1	180	17	conflicting	low
CNKSR1	Q969H4	278	6	weak	no
CNKSR3	Q6P9H4	194	1	weak	no
CNMD	O75829	269	3	weak	low
CNNM1	Q9NRU3	182	10	supportive_but_indirect	likely
CNNM2	Q9H8M5	185	24	supportive_but_indirect	likely
CNNM3	Q8NE01	147	17	direct_multi_method	canonical
CNNM4	Q6P4Q7	143	22	supportive_but_indirect	canonical
CNPY4	Q8N129	107	5	weak	no
CNR1	P21554	308	33	direct_multi_method	canonical
CNR2	P34972	304	27	direct_multi_method	canonical
CNST	Q6PJW8	157	2	weak	no
CNTFR	P26992	210	22	direct_multi_method	canonical
CNTN1	Q12860	317	16	direct_multi_method	canonical
CNTN2	Q02246	317	10	supportive_but_indirect	likely
CNTN3	Q9P232	357	5	supportive_but_indirect	canonical
CNTN4	Q8IWV2	224	10	supportive_but_indirect	likely
CNTN5	O94779	235	5	supportive_but_indirect	likely
CNTN6	Q9UQ52	234	8	supportive_but_indirect	canonical
CNTNAP1	P78357	257	24	direct_single_method	likely
CNTNAP2	Q9UHC6	255	17	direct_multi_method	canonical
CNTNAP3	Q9BZ76	161	4	direct_single_method	likely
CNTNAP3B	Q96NU0	78	0	weak	likely
CNTNAP4	Q9C0A0	168	10	direct_multi_method	likely
CNTNAP5	Q8WYK1	212	3	weak	likely
COBLL1	Q53SF7	193	2	weak	no
COL13A1	Q5TAT6	237	16	supportive_but_indirect	likely
COL17A1	Q9UMD9	280	28	direct_multi_method	canonical
COL18A1	P39060	341	4	weak	no
COL23A1	Q86Y22	201	10	supportive_but_indirect	canonical
COL25A1	Q9BXS0	298	10	supportive_but_indirect	likely
COL26A1	Q96A83	245	3	weak	no
COL5A3	P25940	242	5	weak	no
COL6A2	P12110	288	18	weak	low
COL6A3	P12111	298	12	weak	canonical
COL6A5	A8TX70	215	7	weak	no
COL7A1	Q02388	287	18	supportive_but_indirect	likely
COLEC10	Q9Y6Z7	276	10	weak	no
COLEC12	Q5KU26	237	18	direct_multi_method	canonical
COLQ	Q9Y215	305	5	weak	low
CORIN	Q9Y5Q5	236	16	direct_multi_method	canonical
CP	P00450	373	1	weak	no
CPA6	Q8N4T0	179	6	weak	low
CPAMD8	Q8IZJ3	349	2	direct_single_method	likely
CPD	O75976	334	17	direct_single_method	canonical
CPE	P16870	325	3	supportive_but_indirect	low
CPM	P14384	352	21	direct_multi_method	canonical
CPN2	P22792	243	1	weak	no
CPNE7	Q9UBL6	160	4	weak	no
CPNE9	Q8IYJ1	103	2	weak	no
CPO	Q8IVL8	253	4	weak	low
CPPED1	Q9BRF8	142	1	weak	no
CPQ	Q9Y646	264	2	weak	no
CPXM1	Q96SM3	215	2	weak	no
CPXM2	Q8N436	175	3	weak	no
CPZ	Q66K79	279	5	weak	low
CR1	P17927	323	14	direct_multi_method	canonical
CR1L	Q2VPA4	189	8	supportive_but_indirect	likely
CR2	P20023	335	22	direct_multi_method	canonical
CRACR2A	Q9BSW2	155	10	weak	no
CRB1	P82279	212	12	direct_multi_method	likely
CRB2	Q5IJ48	197	26	supportive_but_indirect	likely
CRB3	Q9BUF7	186	20	supportive_but_indirect	likely
CRCP	O75575	329	0	weak	no
CREB3	O43889	239	6	weak	no
CREG1	O75629	208	19	weak	low
CREG2	Q8IUH2	98	2	weak	no
CRELD1	Q96HD1	152	7	weak	no
CRELD2	Q6UXH1	176	13	weak	no
CRHR1	P34998	266	26	direct_multi_method	canonical
CRHR2	Q13324	242	27	direct_multi_method	canonical
CRIM1	Q9NZV1	257	16	supportive_but_indirect	canonical
CRIPTO	P13385	280	14	direct_single_method	canonical
CRIPTO3	P51864	213	8	weak	low
CRISP1	P54107	307	1	weak	low
CRISP2	P16562	280	13	supportive_but_indirect	likely
CRISP3	P54108	340	8	weak	low
CRISPLD1	Q9H336	147	1	weak	low
CRISPLD2	Q9H0B8	251	10	weak	low
CRLF1	O75462	266	11	weak	no
CRLF2	Q9HC73	270	21	direct_multi_method	canonical
CRLF3	Q8IUI8	165	8	weak	no
CRTAM	O95727	220	26	direct_multi_method	canonical
CRYAB	P02511	283	9	weak	low
CSE1L	P55060	364	0	weak	no
CSF1	P09603	331	17	weak	low
CSF1R	P07333	296	29	direct_multi_method	canonical
CSF2RA	P15509	292	18	direct_multi_method	canonical
CSF2RB	P32927	253	23	direct_multi_method	canonical
CSF3R	Q99062	288	18	direct_multi_method	canonical
CSMD1	Q96PZ7	230	8	direct_single_method	canonical
CSMD2	Q7Z408	195	3	weak	likely
CSMD3	Q7Z407	255	4	weak	likely
CSNK1G2	P78368	174	3	weak	no
CSPG4	Q6UVK1	286	35	direct_multi_method	canonical
CSPG5	O95196	278	5	direct_multi_method	likely
CST7	O76096	335	2	weak	low
CT47A11	Q5JQC4	22	0	weak	low
CT47A12	Q5JQC4	89	0	weak	no
CT47A2	Q5JQC4	15	0	weak	no
CT47A3	Q5JQC4	18	0	weak	low
CT47A4	Q5JQC4	18	0	weak	no
CT47A6	Q5JQC4	18	0	weak	uncertain
CT47A7	Q5JQC4	16	0	weak	no
CT47A9	Q5JQC4	16	0	weak	no
CTHRC1	Q96CG8	265	24	supportive_but_indirect	likely
CTLA4	P16410	330	27	direct_multi_method	canonical
CTNNA1	P35221	263	26	weak	no
CTNNB1	P35222	385	20	weak	no
CTNND1	O60716	343	19	weak	no
CTNS	O60931	215	17	direct_multi_method	low
CTSA	P10619	319	8	weak	low
CTSB	P07858	344	23	direct_single_method	likely
CTSD	P07339	305	18	direct_single_method	likely
CTSE	P14091	242	9	weak	likely
CTSG	P08311	334	10	weak	low
CTSH	P09668	283	8	weak	low
CTSK	P43235	317	18	supportive_but_indirect	likely
