gene_symbol	uniprot_acc	triage_verdict	triage_reason	deep_dive_reason	deep_dive_tier	go_surface_flag	surfy_surface_flag	hpa_surface_flag	uniprot_optimized	cspa_optimized
AQP9	O43315	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
ARAP1	Q96P48	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
AREG	P15514	contextual	dual_localization	dual_localization	canonical	1	1	0	0	1
ARF5	P84085	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
ARHGAP18	Q8N392	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
ARHGAP45	Q92619	no	inner_leaflet_anchored	pmhc_only_intracellular	no	0	0	1	0	0
ARHGEF18	Q6ZSZ5	no	inner_leaflet_anchored	cytoplasmic	no	0	0	1	1	0
ARK2C	Q6ZSG1	no	nuclear	nuclear	no	0	0	1	0	0
ARL13A	Q5H913	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
ARL15	Q9NXU5	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
ARL6IP5	O75915	no	endomembrane_resident	cell_state_induced	low	0	0	0	1	0
ARMCX5	Q6P1M9	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
ARMH1	Q6PIY5	contextual	dual_localization	dual_localization	low	0	0	1	0	0
ARMH2	H3BNL8	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
ARMH4	Q86TY3	no	endomembrane_resident	dual_localization	canonical	0	1	1	1	0
ARRDC1	Q8N5I2	contextual	dual_localization	inner_leaflet_anchored	no	0	0	0	0	0
ARRDC4	Q8NCT1	contextual	dual_localization	inner_leaflet_anchored	no	0	0	1	0	0
ARRDC5	A6NEK1	contextual	tissue_restricted_surface	inner_leaflet_anchored	no	0	0	0	0	0
ARSA	P15289	no	secreted_only	cell_state_induced	likely	0	0	0	0	0
ARSB	P15848	no	endomembrane_resident	dual_localization	low	1	0	0	1	0
ARSD	P51689	contextual	lysosomal_exocytosis	endomembrane_resident	no	0	0	0	0	0
ARSF	P54793	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	0	1
ARSH	Q5FYA8	contextual	dual_localization	other	low	0	0	0	0	0
ARSJ	Q5FYB0	contextual	lysosomal_exocytosis	endomembrane_resident	no	0	0	0	0	0
ART1	P52961	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	0
ART3	Q13508	yes	gpi_anchored	tissue_restricted_surface	likely	0	1	0	1	0
ART4	Q93070	yes	gpi_anchored	gpi_anchored	likely	0	1	0	1	0
ART5	Q96L15	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
ASAH2	Q9NR71	yes	classical_surface_receptor	extracellular_face_protein	canonical	1	0	0	1	0
ASAH2B	P0C7U1	contextual	dual_localization	dual_localization	low	0	0	0	0	0
ASGR1	P07306	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
ASGR2	P07307	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
ASIC1	P78348	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	1
ASIC2	Q16515	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	1	0
ASIC3	Q9UHC3	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	1	0
ASIC4	Q96FT7	yes	multipass_with_exposed_loops	dual_localization	low	0	1	0	1	0
ASIC5	Q9NY37	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
ASIP	P42127	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
ASPH	Q12797	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
ASPHD1	Q5U4P2	no	endomembrane_resident	cytoplasmic	no	0	0	0	0	0
ASPHD2	Q6ICH7	no	endomembrane_resident	cytoplasmic	no	0	0	0	0	0
ASTL	Q6HA08	contextual	tissue_restricted_surface	cell_state_induced	canonical	0	0	0	1	0
ASTN1	O14525	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	0
ASTN2	O75129	yes	classical_surface_receptor	dual_localization	low	0	1	0	0	0
ATAD1	Q8NBU5	no	cytoplasmic	mitochondrial_internal	no	1	0	0	1	0
ATG9A	Q7Z3C6	no	endomembrane_resident	dual_localization	low	0	1	0	0	0
ATP10D	Q9P241	contextual	dual_localization	dual_localization	canonical	0	0	1	1	0
ATP11A	P98196	no	inner_leaflet_anchored	multipass_with_exposed_loops	canonical	0	0	0	1	0
ATP11B	Q9Y2G3	no	endomembrane_resident	dual_localization	low	0	0	0	1	0
ATP11C	Q8NB49	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	1	0
ATP12A	P54707	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	1	1	0
ATP13A1	Q9HD20	no	endomembrane_resident	endomembrane_resident	no	0	1	0	1	0
ATP13A3	Q9H7F0	no	endomembrane_resident	endomembrane_resident	no	0	1	1	0	0
ATP13A5	Q4VNC0	no	endomembrane_resident	endomembrane_resident	no	0	1	1	0	0
ATP1A1	P05023	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	1
ATP1A2	P50993	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
ATP1A3	P13637	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	1
ATP1A4	Q13733	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
ATP1B1	P05026	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
ATP1B2	P14415	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	1
ATP1B3	P54709	yes	classical_surface_receptor	stable_complex_partner	canonical	1	1	1	1	1
ATP1B4	Q9UN42	no	nuclear	nuclear_envelope	no	0	1	0	0	0
ATP2B1	P20020	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	1	1	0
ATP2B2	Q01814	no	other	tissue_restricted_surface	likely	1	1	0	1	0
ATP2B3	Q16720	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
ATP2B4	P23634	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
ATP2C2	O75185	contextual	dual_localization	dual_localization	likely	0	0	1	1	0
ATP4A	P20648	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	1	0
ATP4B	P51164	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	1	1	0
ATP5F1B	P06576	contextual	cell_state_induced	dual_localization	likely	1	0	0	0	0
ATP5IF1	Q9UII2	contextual	dual_localization	dual_localization	low	1	0	0	0	0
ATP5PF	P18859	contextual	dual_localization	dual_localization	low	0	0	0	0	0
ATP6AP1	Q15904	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	1
ATP6AP2	O75787	contextual	dual_localization	dual_localization	likely	1	0	0	1	0
ATP6V0A2	Q9Y487	contextual	dual_localization	cell_state_induced	likely	0	1	1	1	1
ATP6V0A4	Q9HBG4	no	endomembrane_resident	tissue_restricted_surface	low	1	0	0	1	0
ATP6V0D2	Q8N8Y2	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	0	0	0	0
ATP6V0E2	Q8NHE4	no	endomembrane_resident	tissue_restricted_surface	low	0	0	0	0	0
ATP6V1B1	P15313	no	cytoplasmic	cell_state_induced	low	1	0	0	1	0
ATP6V1B2	P21281	no	cytoplasmic	cytoplasmic	no	1	0	0	1	0
ATP6V1E1	P36543	no	cytoplasmic	endomembrane_resident	no	1	0	0	1	0
ATP7A	Q04656	contextual	dual_localization	dual_localization	likely	1	0	0	1	0
ATP7B	P35670	no	endomembrane_resident	endomembrane_resident	no	1	0	0	1	0
ATP8A1	Q9Y2Q0	no	inner_leaflet_anchored	cell_state_induced	low	0	0	0	1	0
ATP8A2	Q9NTI2	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	1	1	0
ATP8B1	O43520	no	inner_leaflet_anchored	tissue_restricted_surface	likely	1	0	1	1	0
ATP8B2	P98198	no	inner_leaflet_anchored	cell_state_induced	low	0	0	1	1	0
ATP8B4	Q8TF62	no	endomembrane_resident	dual_localization	low	0	0	0	1	0
ATRAID	Q6UW56	contextual	cell_state_induced	cell_state_induced	likely	0	1	0	1	1
ATRN	O75882	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
ATRNL1	Q5VV63	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
AURKA	O14965	no	cytoplasmic	cytoplasmic	no	1	0	0	1	0
AVEN	Q9NQS1	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
AVPI1	Q5T686	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
AVPR1A	P37288	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
AVPR1B	P47901	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
AVPR2	P30518	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
AXL	P30530	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
AZGP1	P25311	contextual	dual_localization	secreted_only	no	1	0	0	0	0
AZU1	P20160	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	0	0
B2M	P61769	yes	stable_complex_partner	stable_complex_partner	canonical	1	0	1	1	0
B4GALNT2	Q8NHY0	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
B4GALT1	P15291	contextual	dual_localization	tissue_restricted_surface	likely	1	0	0	1	0
BACE1	P56817	yes	classical_surface_receptor	dual_localization	likely	1	1	1	1	1
BACE2	Q9Y5Z0	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
BAIAP2	Q9UQB8	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
BAMBI	Q13145	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	0
BCAM	P50895	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
BCAN	Q96GW7	contextual	tissue_restricted_surface	cell_state_induced	canonical	0	1	0	1	1
BDKRB1	P46663	yes	multipass_with_exposed_loops	cell_state_induced	likely	0	1	0	1	0
BDKRB2	P30411	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
BEST1	O76090	no	endomembrane_resident	cell_state_induced	likely	1	0	0	1	0
BEST2	Q8NFU1	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
BEST3	Q8N1M1	no	other	tissue_restricted_surface	likely	0	0	0	1	0
BEST4	Q8NFU0	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
BGN	P21810	contextual	stable_surface_attachment	stable_surface_attachment	canonical	1	0	0	0	1
BIN2	Q9UBW5	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
BLTP1	Q2LD37	no	cytoplasmic	endomembrane_resident	no	0	0	0	1	0
BLTP2	Q14667	no	cytoplasmic	endomembrane_resident	no	0	0	0	1	0
BLVRB	P30043	contextual	dual_localization	cytoplasmic	no	0	0	1	0	0
BMP1	P13497	contextual	dual_localization	dual_localization	low	0	0	0	0	1
BMP10	O95393	contextual	tissue_restricted_surface	secreted_only	no	1	0	0	0	0
BMP8A	Q7Z5Y6	contextual	dual_localization	secreted_only	no	0	0	0	0	0
BMPER	Q8N8U9	no	secreted_only	secreted_only	no	0	0	0	0	0
BMPR1A	P36894	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
BMPR1B	O00238	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	0	0	1	0
BMPR2	Q13873	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
BMX	P51813	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
BOC	Q9BWV1	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	0
BPI	P17213	no	secreted_only	secreted_only	no	0	0	0	0	0
BPIFA1	Q9NP55	contextual	stable_surface_attachment	cell_state_induced	canonical	0	0	0	0	0
BPIFA3	Q9BQP9	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
BPIFB2	Q8N4F0	contextual	dual_localization	secreted_only	no	0	0	0	0	0
BPIFB6	Q8NFQ5	contextual	stable_surface_attachment	endomembrane_resident	no	0	0	0	0	0
BPIFC	Q8NFQ6	contextual	other	secreted_only	no	0	0	0	0	0
BRI3	O95415	contextual	dual_localization	dual_localization	low	0	0	0	0	0
BRI3BP	Q8WY22	no	mitochondrial_internal	mitochondrial_internal	no	0	0	0	0	0
BRICD5	Q6PL45	contextual	dual_localization	other	low	0	0	0	1	0
BRINP2	Q9C0B6	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
BRS3	P32247	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
BSG	P35613	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
BSND	Q8WZ55	yes	multipass_with_exposed_loops	stable_complex_partner	canonical	1	0	0	1	0
BSPH1	Q075Z2	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	0	0	0	0
BST1	Q10588	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	1
BST2	Q10589	yes	gpi_anchored	cell_state_induced	canonical	1	1	0	1	1
BTBD17	A6NE02	contextual	dual_localization	dual_localization	low	0	0	0	0	0
BTC	P35070	contextual	dual_localization	dual_localization	canonical	0	1	0	1	0
BTD	P43251	contextual	dual_localization	secreted_only	no	0	0	0	0	1
BTLA	Q7Z6A9	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
BTN1A1	Q13410	yes	classical_surface_receptor	cell_state_induced	canonical	1	1	0	1	0
BTN2A1	Q7KYR7	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
BTN2A2	Q8WVV5	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
BTN3A1	O00481	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
BTN3A2	P78410	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
BTN3A3	O00478	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
BTNL2	Q9UIR0	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
BTNL3	Q6UXE8	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
BTNL8	Q6UX41	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
BTNL9	Q6UXG8	yes	classical_surface_receptor	classical_surface_receptor	likely	1	1	0	1	0
C11orf24	Q96F05	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	1
C11orf87	Q6NUJ2	no	other	other	low	0	0	0	1	0
C14orf180	Q8N912	contextual	other	tissue_restricted_surface	low	0	0	0	1	0
C16orf54	Q6UWD8	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
C16orf89	Q6UX73	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
C17orf58	Q2M2W7	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	0	0
C17orf67	Q0P5P2	contextual	other	other	uncertain	0	0	0	0	0
C17orf78	Q8N4C9	no	endomembrane_resident	other	uncertain	0	0	0	0	0
C17orf99	Q6UX52	contextual	dual_localization	secreted_only	no	0	0	0	0	0
C18orf54	Q8IYD9	contextual	dual_localization	other	uncertain	0	0	0	0	0
C19orf18	Q8NEA5	no	secreted_only	other	low	0	0	0	1	0
C19orf38	A8MVS5	no	endomembrane_resident	other	low	0	0	0	1	0
C1QB	P02746	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	1	0
C1QBP	Q07021	contextual	dual_localization	dual_localization	likely	1	0	1	0	0
C1QL1	O75973	no	secreted_only	secreted_only	no	0	0	0	0	0
C1QL2	Q7Z5L3	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	0	0	0
C1QL3	Q5VWW1	contextual	stable_surface_attachment	stable_surface_attachment	canonical	0	0	0	0	0
C1QL4	Q86Z23	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
C1QTNF1	Q9BXJ1	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
C1QTNF12	Q5T7M4	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
C1QTNF2	Q9BXJ5	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	1
C1QTNF3	Q9BXJ4	no	secreted_only	secreted_only	no	0	0	0	0	0
C1QTNF4	Q9BXJ3	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	0	0	0
C1QTNF5	Q9BXJ0	contextual	stable_surface_attachment	tissue_restricted_surface	likely	0	0	0	0	0
C1QTNF6	Q9BXI9	yes	other	secreted_only	no	0	0	0	0	0
C1QTNF7	Q9BXJ2	contextual	dual_localization	secreted_only	no	0	0	0	0	0
C1QTNF8	P60827	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
C1QTNF9	P0C862	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
C1QTNF9B	B2RNN3	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
C1RL	Q9NZP8	contextual	other	secreted_only	no	0	0	0	0	0
C1orf116	Q9BW04	contextual	dual_localization	cytoplasmic	no	0	0	0	0	0
C1orf159	Q96HA4	no	endomembrane_resident	other	low	0	0	0	0	1
C1orf185	Q5T7R7	contextual	other	other	uncertain	0	0	0	0	0
C1orf210	Q8IVY1	contextual	dual_localization	dual_localization	low	0	0	0	1	0
C1orf54	Q8WWF1	contextual	dual_localization	secreted_only	no	0	0	0	0	0
C2CD2L	O14523	no	endomembrane_resident	endomembrane_resident	no	1	0	1	1	0
C2CD5	Q86YS7	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	0	0	0
C2orf74	A8MZ97	contextual	other	endomembrane_resident	no	0	0	0	0	0
C2orf92	A0A1B0GVN3	no	other	other	low	0	0	0	0	0
C3	P01024	no	secreted_only	cell_state_induced	canonical	0	0	0	1	1
C3AR1	Q16581	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
C3orf18	Q9UK00	no	endomembrane_resident	cell_state_induced	likely	0	0	0	0	0
C3orf52	Q5BVD1	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	0	1	0
C3orf80	F5H4A9	no	endomembrane_resident	other	uncertain	0	0	0	0	0
C4A	P0C0L4	no	secreted_only	secreted_only	no	0	0	0	1	1
C4B_2	P0C0L5	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	1	0
C5	P01031	no	secreted_only	secreted_only	no	1	0	0	1	0
C5AR1	P21730	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	0
C5AR2	Q9P296	yes	multipass_with_exposed_loops	cell_state_induced	canonical	1	1	0	1	0
C5orf15	Q8NC54	no	other	other	low	0	0	0	1	0
C5orf46	Q6UWT4	contextual	cell_state_induced	secreted_only	no	0	0	0	0	0
C6	P13671	no	secreted_only	secreted_only	no	1	0	0	1	0
C6orf120	Q7Z4R8	contextual	cell_state_induced	secreted_only	no	0	0	0	0	1
C6orf58	Q6P5S2	contextual	dual_localization	tissue_restricted_surface	low	0	0	0	0	0
C6orf89	Q6UWU4	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	0
C7	P10643	no	secreted_only	secreted_only	no	1	0	0	1	0
C8A	P07357	no	secreted_only	secreted_only	no	1	0	1	1	0
C8B	P07358	contextual	stable_surface_attachment	cell_state_induced	likely	1	0	0	1	0
C8G	P07360	contextual	cell_state_induced	cell_state_induced	low	1	0	0	1	0
C9	P02748	contextual	stable_surface_attachment	cell_state_induced	likely	1	0	0	1	0
CA10	Q9NS85	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	0	0
CA11	O75493	no	secreted_only	cell_state_induced	low	1	0	0	0	0
CA12	O43570	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
CA14	Q9ULX7	yes	classical_surface_receptor	extracellular_face_protein	canonical	0	1	1	1	0
CA4	P22748	yes	gpi_anchored	gpi_anchored	canonical	1	1	0	1	0
CA9	Q16790	yes	classical_surface_receptor	cell_state_induced	canonical	0	0	1	1	0
CABP7	Q86V35	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	0
CABS1	Q96KC9	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
CACFD1	Q9UGQ2	no	endomembrane_resident	lysosomal_exocytosis	likely	0	0	0	1	0
CACHD1	Q5VU97	contextual	dual_localization	tissue_restricted_surface	likely	1	1	0	1	1
CACNA1A	O00555	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	0	1	0
CACNA1B	Q00975	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	0	1	0
CACNA1C	Q13936	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
CACNA1D	Q01668	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	0	1	0
CACNA1E	Q15878	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	1	1	0
CACNA1F	O60840	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	0	1	0
CACNA1G	O43497	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
CACNA1H	O95180	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	0	1	0
CACNA1I	Q9P0X4	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
CACNA1S	Q13698	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	0	1	0
CACNA2D1	P54289	yes	gpi_anchored	gpi_anchored	canonical	1	0	0	1	1
CACNA2D2	Q9NY47	yes	classical_surface_receptor	extracellular_face_protein	canonical	1	0	1	1	1
CACNA2D3	Q8IZS8	yes	classical_surface_receptor	gpi_anchored	canonical	1	0	0	1	0
CACNA2D4	Q7Z3S7	yes	gpi_anchored	tissue_restricted_surface	likely	1	0	0	1	0
CACNG1	Q06432	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
CACNG2	Q9Y698	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	0	0
CACNG3	O60359	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	0	0
CACNG4	Q9UBN1	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
CACNG5	Q9UF02	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
CACNG6	Q9BXT2	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
CACNG7	P62955	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
CACNG8	Q8WXS5	yes	multipass_with_exposed_loops	stable_complex_partner	canonical	1	1	0	1	0
CADM1	Q9BY67	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
CADM2	Q8N3J6	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
CADM3	Q8N126	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	1
CADM4	Q8NFZ8	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
CALCR	P30988	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	0
CALCRL	Q16602	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	1
CALHM1	Q8IU99	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	0	1	0
CALHM2	Q9HA72	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	0
CALHM3	Q86XJ0	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	0	1	0
CALHM4	Q5JW98	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	0	1	1	0
CALHM5	Q8N5C1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
CALHM6	Q5R3K3	yes	multipass_with_exposed_loops	cell_state_induced	likely	0	0	0	1	0
CALR	P27797	contextual	cell_state_induced	cell_state_induced	likely	1	0	0	1	1
CALY	Q9NYX4	yes	classical_surface_receptor	cell_state_induced	likely	0	1	0	1	0
