uniprot_accession	hgnc_id	hgnc_symbol	gene_symbol	ensembl_gene	ncbi_gene_id	src_sonnet	src_surfy	src_go	src_hpa	uniprot_optimized	cspa_optimized	n_sources_optimized	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
Q9BY15	HGNC:23647	ADGRE3	ADGRE3	ENSG00000131355	84658.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P48960	HGNC:1711	ADGRE5	ADGRE5	ENSG00000123146	976.0	1	1	0	1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q5T601	HGNC:18990	ADGRF1	ADGRF1	ENSG00000153292	266977.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZF5	HGNC:18989	ADGRF3	ADGRF3	ENSG00000173567	165082.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZF3	HGNC:19011	ADGRF4	ADGRF4	ENSG00000153294	221393.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZF2	HGNC:19030	ADGRF5	ADGRF5	ENSG00000069122	221395.0	1	1	1	0	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9Y653	HGNC:4512	ADGRG1	ADGRG1	ENSG00000205336	9289.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZP9	HGNC:4516	ADGRG2	ADGRG2	ENSG00000173698	10149.0	1	1	1	1	1	1	5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q86Y34	HGNC:13728	ADGRG3	ADGRG3	ENSG00000182885	222487.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZF6	HGNC:18992	ADGRG4	ADGRG4	ENSG00000156920	139378.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8IZF4	HGNC:19010	ADGRG5	ADGRG5	ENSG00000159618	221188.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q86SQ4	HGNC:13841	ADGRG6	ADGRG6	ENSG00000112414	57211.0	1	1	1	0	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q96K78	HGNC:19241	ADGRG7	ADGRG7	ENSG00000144820	84873.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O94910	HGNC:20973	ADGRL1	ADGRL1	ENSG00000072071	22859.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O95490	HGNC:18582	ADGRL2	ADGRL2	ENSG00000117114	23266.0	1	1	1	1	1	1	5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9HAR2	HGNC:20974	ADGRL3	ADGRL3	ENSG00000150471	23284.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9HBW9	HGNC:20822	ADGRL4	ADGRL4	ENSG00000162618	64123.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8WXG9	HGNC:17416	ADGRV1	ADGRV1	ENSG00000164199	84059.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P40394	HGNC:256	ADH7	ADH7	ENSG00000196344	131.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q15848	HGNC:13633	ADIPOQ	ADIPOQ	ENSG00000181092	9370.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q96A54	HGNC:24040	ADIPOR1	ADIPOR1	ENSG00000159346	51094.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q86V24	HGNC:24041	ADIPOR2	ADIPOR2	ENSG00000006831	79602.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9GZN8	HGNC:15873	ADISSP	ADISSP	ENSG00000101220	54976.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
C9JUS6	HGNC:27293	ADM5	ADM5	ENSG00000224420	199800.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P30542	HGNC:262	ADORA1	ADORA1	ENSG00000163485	134.0	1	1	0	1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P29274	HGNC:263	ADORA2A	ADORA2A	ENSG00000128271	135.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P29275	HGNC:264	ADORA2B	ADORA2B	ENSG00000170425	136.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P0DMS8	HGNC:268	ADORA3	ADORA3	ENSG00000282608	140.0	1	0	0	0	1	0	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8NDY3	HGNC:21303	ADPRHL1	ADPRHL1	ENSG00000153531	113622.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P35348	HGNC:277	ADRA1A	ADRA1A	ENSG00000120907	148.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P35368	HGNC:278	ADRA1B	ADRA1B	ENSG00000170214	147.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P25100	HGNC:280	ADRA1D	ADRA1D	ENSG00000171873	146.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P08913	HGNC:281	ADRA2A	ADRA2A	ENSG00000150594	150.0	1	1	1	0	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P18089	HGNC:282	ADRA2B	ADRA2B	ENSG00000274286	151.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
P18825	HGNC:283	ADRA2C	ADRA2C	ENSG00000184160	152.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P08588	HGNC:285	ADRB1	ADRB1	ENSG00000043591	153.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P07550	HGNC:286	ADRB2	ADRB2	ENSG00000169252	154.0	1	1	0	1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P13945	HGNC:288	ADRB3	ADRB3	ENSG00000188778	155.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P30520	HGNC:292	ADSS2	ADSS2	ENSG00000035687	159.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q96IZ2	HGNC:21214	ADTRP	ADTRP	ENSG00000111863	84830.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8IUX7	HGNC:303	AEBP1	AEBP1	ENSG00000106624	165.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q8N4X5	HGNC:25901	AFAP1L2	AFAP1L2	ENSG00000169129	84632.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P55196	HGNC:7137	AFDN	AFDN	ENSG00000130396	4301.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q15109	HGNC:320	AGER	AGER	ENSG00000204305	177.0	1	1	1	1	1	0	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8N302	HGNC:24684	AGGF1	AGGF1	ENSG00000164252	55109.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q53H12	HGNC:21869	AGK	AGK	ENSG00000006530	55750.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q6ZNB7	HGNC:33784	AGMO	AGMO	ENSG00000187546	392636.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q99943	HGNC:324	AGPAT1	AGPAT1	ENSG00000204310	10554.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O95994	HGNC:328	AGR2	AGR2	ENSG00000106541	10551.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8TD06	HGNC:24167	AGR3	AGR3	ENSG00000173467	155465.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
O00468	HGNC:329	AGRN	AGRN	ENSG00000188157	375790.0	1	0	0	1	1	1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P30556	HGNC:336	AGTR1	AGTR1	ENSG00000144891	185.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P50052	HGNC:338	AGTR2	AGTR2	ENSG00000180772	186.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6RW13	HGNC:13539	AGTRAP	AGTRAP	ENSG00000177674	57085.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O43865	HGNC:344	AHCYL1	AHCYL1	ENSG00000168710	10768.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q09666	HGNC:347	AHNAK	AHNAK	ENSG00000124942	79026.0	1	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8IVF2	HGNC:20125	AHNAK2	AHNAK2	ENSG00000185567	113146.0	1	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P02765	HGNC:349	AHSG	AHSG	ENSG00000145192	197.0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P55008	HGNC:352	AIF1	AIF1	ENSG00000204472	199.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9BQI0	HGNC:28904	AIF1L	AIF1L	ENSG00000126878	83543.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9BRQ8	HGNC:21411	AIFM2	AIFM2	ENSG00000042286	84883.0	1	0	0	1	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q9NVV5	HGNC:21607	AIG1	AIG1	ENSG00000146416	51390.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q12904	HGNC:10648	AIMP1	AIMP1	ENSG00000164022	9255.0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9UKB5	HGNC:30801	AJAP1	AJAP1	ENSG00000196581	55966.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
C9J069	HGNC:37284	AJM1	AJM1	ENSG00000232434	389813.0	1	0	0	1	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P00568	HGNC:361	AK1	AK1	ENSG00000106992	203.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O43572	HGNC:368	AKAP10	AKAP10	ENSG00000108599	11216.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q02952	HGNC:370	AKAP12	AKAP12	ENSG00000131016	9590.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q9BSF0	HGNC:28191	AKAP19	AKAP19	ENSG00000187699	84281.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q5JQC9	HGNC:374	AKAP4	AKAP4	ENSG00000147081	8852.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P24588	HGNC:375	AKAP5	AKAP5	ENSG00000179841	9495.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q13023	HGNC:376	AKAP6	AKAP6	ENSG00000151320	9472.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O43687	HGNC:377	AKAP7	AKAP7	ENSG00000118507	9465.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q99996	HGNC:379	AKAP9	AKAP9	ENSG00000127914	10142.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P14550	HGNC:380	AKR1A1	AKR1A1	ENSG00000117448	10327.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O60218	HGNC:382	AKR1B10	AKR1B10	ENSG00000198074	57016.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
C9JRZ8	HGNC:37281	AKR1B15	AKR1B15	ENSG00000227471	441282.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P31751	HGNC:392	AKT2	AKT2	ENSG00000105221	208.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Q9H8T0	HGNC:16710	AKTIP	AKTIP	ENSG00000166971	64400.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q13740	HGNC:400	ALCAM	ALCAM	ENSG00000170017	214.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P30838	HGNC:405	ALDH3A1	ALDH3A1	ENSG00000108602	218.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P09972	HGNC:418	ALDOC	ALDOC	ENSG00000109107	230.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q5BKT4	HGNC:23162	ALG10	ALG10	ENSG00000139133	84920.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q5I7T1	HGNC:31088	ALG10B	ALG10B	ENSG00000175548	144245.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9UM73	HGNC:427	ALK	ALK	ENSG00000171094	238.0	1	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q6UXT8	HGNC:33775	ALKAL1	ALKAL1	ENSG00000196711	389658.0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q6UX46	HGNC:27683	ALKAL2	ALKAL2	ENSG00000189292	285016.0	1	0	0	0	1	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P18054	HGNC:429	ALOX12	ALOX12	ENSG00000108839	239.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P16050	HGNC:433	ALOX15	ALOX15	ENSG00000161905	246.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O15296	HGNC:434	ALOX15B	ALOX15B	ENSG00000179593	247.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P20292	HGNC:436	ALOX5AP	ALOX5AP	ENSG00000132965	241.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9BYJ1	HGNC:13743	ALOXE3	ALOXE3	ENSG00000179148	59344.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P10696	HGNC:441	ALPG	ALPG	ENSG00000163286	251.0	1	1	0	1	1	0	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P09923	HGNC:437	ALPI	ALPI	ENSG00000163295	248.0	1	1	0	1	1	0	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q86TB3	HGNC:20565	ALPK2	ALPK2	ENSG00000198796	115701.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P05186	HGNC:438	ALPL	ALPL	ENSG00000162551	249.0	1	1	0	0	1	1	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P05187	HGNC:439	ALPP	ALPP	ENSG00000163283	250.0	1	1	1	1	1	1	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P02760	HGNC:453	AMBP	AMBP	ENSG00000106927	259.0	0	0	1	0	1	1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q96NU7	HGNC:28577	AMDHD1	AMDHD1	ENSG00000139344	144193.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q99217	HGNC:461	AMELX	AMELX	ENSG00000125363	265.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q5JTC6	HGNC:26837	AMER1	AMER1	ENSG00000184675	139285.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N7J2	HGNC:26360	AMER2	AMER2	ENSG00000165566	219287.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9UKV5	HGNC:463	AMFR	AMFR	ENSG00000159461	267.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q16671	HGNC:465	AMHR2	AMHR2	ENSG00000135409	269.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q86WK6	HGNC:20824	AMIGO1	AMIGO1	ENSG00000181754	57463.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q86SJ2	HGNC:24073	AMIGO2	AMIGO2	ENSG00000139211	347902.0	1	1	0	1	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q86WK7	HGNC:24075	AMIGO3	AMIGO3	ENSG00000176020	386724.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9BXJ7	HGNC:14604	AMN	AMN	ENSG00000166126	81693.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q4VCS5	HGNC:17810	AMOT	AMOT	ENSG00000126016	154796.0	1	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8IY63	HGNC:17811	AMOTL1	AMOTL1	ENSG00000166025	154810.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9Y2J4	HGNC:17812	AMOTL2	AMOTL2	ENSG00000114019	51421.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q01433	HGNC:469	AMPD2	AMPD2	ENSG00000116337	271.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P49418	HGNC:471	AMPH	AMPH	ENSG00000078053	273.0	0	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q6UX39	HGNC:33188	AMTN	AMTN	ENSG00000187689	401138.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P03950	HGNC:483	ANG	ANG	ENSG00000214274	283.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q15389	HGNC:484	ANGPT1	ANGPT1	ENSG00000154188	284.0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
O95841	HGNC:489	ANGPTL1	ANGPTL1	ENSG00000116194	9068.0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9UKU9	HGNC:490	ANGPTL2	ANGPTL2	ENSG00000136859	23452.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9Y5C1	HGNC:491	ANGPTL3	ANGPTL3	ENSG00000132855	27329.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9BY76	HGNC:16039	ANGPTL4	ANGPTL4	ENSG00000167772	51129.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
O43827	HGNC:24078	ANGPTL7	ANGPTL7	ENSG00000171819	10218.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q6UXH0	HGNC:24933	ANGPTL8	ANGPTL8	ENSG00000130173	55908.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P16157	HGNC:492	ANK1	ANK1	ENSG00000029534	286.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q01484	HGNC:493	ANK2	ANK2	ENSG00000145362	287.0	0	0	1	1	1	0	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q12955	HGNC:494	ANK3	ANK3	ENSG00000151150	288.0	0	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9NU02	HGNC:15803	ANKEF1	ANKEF1	ENSG00000132623	63926.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N957	HGNC:26766	ANKFN1	ANKFN1	ENSG00000153930	162282.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9HCJ1	HGNC:15492	ANKH	ANKH	ENSG00000154122	56172.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9P2G1	HGNC:22215	ANKIB1	ANKIB1	ENSG00000001629	54467.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q9H9E1	HGNC:13208	ANKRA2	ANKRA2	ENSG00000164331	57763.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8IZ07	HGNC:21268	ANKRD13A	ANKRD13A	ENSG00000076513	88455.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q86YJ7	HGNC:26363	ANKRD13B	ANKRD13B	ENSG00000198720	124930.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q5TYW2	HGNC:23665	ANKRD20A1	ANKRD20A1	ENSG00000260691	84210.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8TF21	HGNC:29424	ANKRD24	ANKRD24	ENSG00000089847	170961.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9UPS8	HGNC:29186	ANKRD26	ANKRD26	ENSG00000107890	22852.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A7E2S9	HGNC:35167	ANKRD30BL	ANKRD30BL	ENSG00000163046	554226.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N283	HGNC:26323	ANKRD35	ANKRD35	ENSG00000198483	148741.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N9B4	HGNC:26752	ANKRD42	ANKRD42	ENSG00000137494	338699.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q5TZF3	HGNC:24786	ANKRD45	ANKRD45	ENSG00000183831	339416.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q5XXA6	HGNC:21625	ANO1	ANO1	ENSG00000131620	55107.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NW15	HGNC:25519	ANO10	ANO10	ENSG00000160746	55129.0	0	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9NQ90	HGNC:1183	ANO2	ANO2	ENSG00000047617	57101.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BYT9	HGNC:14004	ANO3	ANO3	ENSG00000134343	63982.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q32M45	HGNC:23837	ANO4	ANO4	ENSG00000151572	121601.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q75V66	HGNC:27337	ANO5	ANO5	ENSG00000171714	203859.0	0	1	0	0	1	1	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q4KMQ2	HGNC:25240	ANO6	ANO6	ENSG00000177119	196527.0	1	1	1	1	1	1	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6IWH7	HGNC:31677	ANO7	ANO7	ENSG00000146205	50636.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9HCE9	HGNC:29329	ANO8	ANO8	ENSG00000074855	57719.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
A1A5B4	HGNC:20679	ANO9	ANO9	ENSG00000185101	338440.0	1	1	0	0	1	1	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P23352	HGNC:6211	ANOS1	ANOS1	ENSG00000011201	3730.0	1	0	1	0	1	0	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P15144	HGNC:500	ANPEP	ANPEP	ENSG00000166825	290.0	1	1	0	1	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
Q9H6X2	HGNC:21014	ANTXR1	ANTXR1	ENSG00000169604	84168.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P58335	HGNC:21732	ANTXR2	ANTXR2	ENSG00000163297	118429.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
