uniprot_accession	gene_symbol_input	gene_symbol	gene_symbol_mapping_status	gene_symbol_resolved	gene_symbol_mygene_score	uniprot_entry_name	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	deeptmhmm_surface_flag	compartments_surface_flag	n_sources_surface	in_db_union	ml_only_edge_case	sources_present	go_n_go_ids	go_has_experimental	go_has_curated	go_has_sequence	go_has_electronic	go_low_confidence_only	surfy_label	surfy_ml_score	cspa_category	cspa_is_high_confidence	cspa_is_putative	cspa_is_unspecific	cspa_category_missing	cspa_any_high_confidence_precollapse	cspa_any_putative_precollapse	cspa_any_unspecific_precollapse	cspa_any_missing_category_precollapse	cspa_mixed_category_conflict	uniprot_split_mapping_ambiguous	go_split_mapping_ambiguous	surfy_split_mapping_ambiguous	cspa_split_mapping_ambiguous	deeptmhmm_split_mapping_ambiguous	hpa_split_mapping_ambiguous	compartments_split_mapping_ambiguous	split_mapping_ambiguous_any_source	deeptmhmm_label	deeptmhmm_label_source	hpa_reliability	hpa_pm_accessible	hpa_junctional	hpa_secreted_only	hpa_trafficking_associated	hpa_pm_reliability	hpa_junction_reliability	hpa_pm_in_enhanced	hpa_pm_in_supported	hpa_pm_in_approved	hpa_pm_in_uncertain	hpa_cj_in_enhanced	hpa_cj_in_supported	hpa_cj_in_approved	hpa_cj_in_uncertain	hpa_has_extracellular	hpa_locations	hpa_go_ids	hpa_low_confidence_only	hpa_ensembl_gene_id	compartments_integrated_stars_max	compartments_knowledge_stars_max	compartments_experiments_stars_max	compartments_textmining_stars_max	compartments_predictions_stars_max	compartments_surface_terms	compartments_low_confidence_only	compartments_corroborated	compartments_ensembl_protein_id
P09693	CD3G	CD3G	exact	CD3G	19.586693	CD3G_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	1.0	0.0	1.0	0.0	surface	0.8044	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000160654	3.976	3.0	0.0	2.439	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000431445
P09758	TACSTD2	TACSTD2	exact	TACSTD2	17.841215	TACD2_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	0.0	0.0	1.0	1.0	0.0	surface	0.9321	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nucleoli;Vesicles	GO:0005730;GO:0005886;GO:0043231	0.0	ENSG00000184292	2.636	0.0	0.0	2.636	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000360269
P10747	CD28	CD28	exact	CD28	17.789755	CD28_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	3	1.0	1.0	0.0	1.0	0.0	surface	0.8762	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000178562	5.0	5.0	0.0	3.588	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000324890
P11049	CD37	CD37	exact	CD37	18.494654	CD37_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	1.0	0.0	0.0	0.0	0.0	surface	0.5988	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Golgi apparatus;Plasma membrane	GO:0005794;GO:0005886	0.0	ENSG00000104894	2.27	0.0	0.0	2.27	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000325708
P11166	SLC2A1	SLC2A1	exact	SLC2A1	18.30103	GTR1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	4	1.0	1.0	1.0	1.0	0.0	surface	0.8731	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Enhanced	1.0	0.0	0.0	0.0	enhanced		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Centriolar satellite	GO:0005886;GO:0034451	0.0	ENSG00000117394	2.773	0.0	0.0	2.773	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000416293
P11836	MS4A1	MS4A1	exact	MS4A1	19.510767	CD20_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	3	1.0	1.0	0.0	1.0	0.0	surface	0.6447	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000156738	5.0	5.0	0.0	2.298	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000433277
P12314	FCGR1A	FCGR1A	exact	FCGR1A	19.88742	FCGR1_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	1	0.0	1.0	0.0	1.0	0.0	surface	0.8914	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Uncertain	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Vesicles;Golgi apparatus;Plasma membrane	GO:0005794;GO:0005886;GO:0043231	0.0	ENSG00000150337	4.229	3.0	0.0	3.072	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000358165
P12318	FCGR2A	FCGR2A	exact	FCGR2A	21.072071	FCG2A_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	1	0.0	1.0	0.0	0.0	0.0	surface	0.9501	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Golgi apparatus	GO:0005794;GO:0005886	0.0	ENSG00000143226	4.268	3.0	0.0	3.171	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000271450
P12830	CDH1	CDH1	exact	CDH1	18.330256	CADH1_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	1.0	0.0	0.0	0.0	surface	0.9433	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	1.0	0.0	0.0	supported	supported	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Plasma membrane;Golgi apparatus	GO:0005794;GO:0005886;GO:0030054	0.0	ENSG00000039068	3.283	0.0	0.0	3.283	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000261769
P13591	NCAM1	NCAM1	exact	NCAM1	18.189508	NCAM1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	0.0	0.0	0.0	0.0	surface	0.8132	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Enhanced	1.0	0.0	0.0	0.0	enhanced		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Cytosol;Predicted to be secreted	GO:0005829;GO:0005886	0.0	ENSG00000149294								1	
P13598	ICAM2	ICAM2	exact	ICAM2	19.462357	ICAM2_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	1.0	0.0	0.0	0.0	0.0	surface	0.8882	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Cytosol	GO:0005829;GO:0005886	0.0	ENSG00000108622	3.515	2.0	0.0	2.525	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000415283
P13612	ITGA4	ITGA4	exact	ITGA4	17.59916	ITA4_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	1.0	0.0	1.0	0.0	surface	0.9162	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000115232	5.0	5.0	0.0	3.196	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000380227
P13747	HLA-E	HLA-E	exact	HLA-E	24.58292	HLAE_HUMAN	1	1	1	1	1	0	1	5	1	0	uniprot,go,surfy,cspa,hpa,compartments	4	1.0	1.0	0.0	1.0	0.0	surface	0.7505	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Vesicles;Predicted to be secreted	GO:0005886;GO:0043231	0.0	ENSG00000204592	5.0	5.0	0.0	3.024	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000365817
P13866	SLC5A1	SLC5A1	exact	SLC5A1	17.759438	SC5A1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	1.0	1.0	1.0	0.0	surface	0.7784	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Golgi apparatus;Plasma membrane;Nuclear membrane	GO:0005794;GO:0005886;GO:0031965	0.0	ENSG00000100170	2.0	0.0	0.0	2.0	0.0	GO:0005887,GO:0009986	1.0	1	ENSP00000266088
P14778	IL1R1	IL1R1	exact	IL1R1	19.048536	IL1R1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.887	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	Nucleoplasm;Vesicles;Cytosol;Plasma membrane;Predicted to be secreted	GO:0005654;GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000115594	4.087	3.0	0.0	2.903	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000386380
P15151	PVR	PVR	exact	PVR	17.897306	PVR_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	1.0	0.0	0.0	0.0	0.0	surface	0.9282	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Nucleoplasm;Plasma membrane;Vesicles;Predicted to be secreted	GO:0005654;GO:0005886;GO:0043231	0.0	ENSG00000073008								1	
P15529	CD46	CD46	exact	CD46	19.260246	MCP_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	1	1.0	0.0	0.0	1.0	0.0	surface	0.8802	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000117335	5.0	5.0	0.0	3.022	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000313875
P16070	CD44	CD44	exact	CD44	18.226847	CD44_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	1.0	0.0	1.0	0.0	surface	0.9609	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Golgi apparatus;Predicted to be secreted	GO:0005794;GO:0005886	0.0	ENSG00000026508	5.0	5.0	0.0	3.904	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000398632
P16144	ITGB4	ITGB4	exact	ITGB4	17.58184	ITB4_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	1.0	0.0	1.0	0.0	surface	0.908	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	1.0	0.0	0.0	supported	supported	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Plasma membrane	GO:0005886;GO:0030054	0.0	ENSG00000132470	5.0	5.0	0.0	2.591	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000200181
P16284	PECAM1	PECAM1	exact	PECAM1	18.16106	PECA1_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	1	0.0	1.0	0.0	1.0	0.0	surface	0.9341	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoli;Plasma membrane	GO:0005730;GO:0005886	0.0	ENSG00000261371	4.335	3.0	0.0	3.339	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000457421
P16422	EPCAM	EPCAM	exact	EPCAM	17.615475	EPCAM_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	0.0	0.0	1.0	0.0	surface	0.9	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000119888	4.002	2.0	0.0	3.336	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000263735
P16871	IL7R	IL7R	exact	IL7R	17.70838	IL7RA_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	1	0.0	1.0	0.0	1.0	0.0	surface	0.9663	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000168685	4.297	3.0	0.0	3.244	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000306157
P17813	ENG	ENG	exact	ENG	17.544851	EGLN_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	2	1.0	1.0	0.0	0.0	0.0	surface	0.9162	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000106991	4.695	4.0	0.0	3.474	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000362299
P17927	CR1	CR1	exact	CR1	19.468035	CR1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	0.0	0.0	0.0	0.0	surface	0.9421	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000203710								1	
P18084	ITGB5	ITGB5	exact	ITGB5	17.580318	ITB5_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	3	1.0	1.0	0.0	1.0	0.0	surface	0.9441	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Mitochondria;Plasma membrane	GO:0005739;GO:0005886	0.0	ENSG00000082781	5.0	5.0	0.0	2.309	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000296181
P18564	ITGB6	ITGB6	exact	ITGB6	17.585714	ITB6_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	4	1.0	1.0	0.0	1.0	0.0	surface	0.8423	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	1.0	0.0	0.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Acrosome;Cell Junctions;Nucleoplasm;Centrosome;Connecting piece;End piece;Mid piece;Principal piece	GO:0001669;GO:0005654;GO:0005813;GO:0030054;GO:0097225;GO:0097228;GO:0097229;GO:0120212	0.0	ENSG00000115221	5.0	5.0	0.0	2.451	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000283249
P19022	CDH2	CDH2	exact	CDH2	17.635653	CADH2_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	7	1.0	1.0	1.0	1.0	0.0	surface	0.9898	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	1.0	0.0	0.0	supported	supported	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Plasma membrane;Cell Junctions	GO:0005886;GO:0030054	0.0	ENSG00000170558	4.591	4.0	0.0	2.955	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000269141
P19320	VCAM1	VCAM1	exact	VCAM1	18.318592	VCAM1_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	0.0	0.0	1.0	0.0	surface	0.8423	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	1.0	0.0	0.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	Cell Junctions;Predicted to be secreted	GO:0030054	0.0	ENSG00000162692	5.0	5.0	0.0	3.579	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000294728
P19634	SLC9A1	SLC9A1	exact	SLC9A1	18.163347	SL9A1_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	5	0.0	1.0	1.0	1.0	0.0	surface	0.6047	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nucleoplasm	GO:0005654;GO:0005886	0.0	ENSG00000090020	3.313	2.0	0.0	2.189	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000263980
P20138	CD33	CD33	exact	CD33	21.932274	CD33_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	2	1.0	0.0	0.0	0.0	0.0	surface	0.9753	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Cytosol	GO:0005829;GO:0005886	0.0	ENSG00000105383	5.0	5.0	0.0	3.157	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000262262
P20702	ITGAX	ITGAX	exact	ITGAX	19.9028	ITAX_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	4	1.0	1.0	0.0	1.0	0.0	surface	0.8802	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000140678								1	
P21802	FGFR2	FGFR2	exact	FGFR2	16.6816	FGFR2_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	1.0	0.0	0.0	1.0	0.0	surface	0.9807	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	1.0	0.0	1.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	Cell Junctions;Nucleoplasm;Vesicles;Predicted to be secreted	GO:0005654;GO:0030054;GO:0043231	0.0	ENSG00000066468	5.0	5.0	0.0	2.499	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000410294
P21860	ERBB3	ERBB3	exact	ERBB3	17.451347	ERBB3_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	6	1.0	1.0	0.0	1.0	0.0	surface	0.9784	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Actin filaments;Predicted to be secreted	GO:0005886;GO:0015629	0.0	ENSG00000065361	2.828	0.0	0.0	2.828	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000267101
P22223	CDH3	CDH3	exact	CDH3	19.07634	CADH3_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.9641	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	1.0	0.0	0.0	supported	supported	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Plasma membrane	GO:0005886;GO:0030054	0.0	ENSG00000062038	2.198	0.0	0.0	2.198	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000264012
P22732	SLC2A5	SLC2A5	exact	SLC2A5	18.88364	GTR5_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	0.0	0.0	1.0	1.0	0.0	surface	0.8443	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Mid piece;Principal piece	GO:0005886;GO:0097225;GO:0097228	0.0	ENSG00000142583								1	
P24394	IL4R	IL4R	exact	IL4R	18.371553	IL4RA_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.9045	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Centriolar satellite;Nucleoplasm;Predicted to be secreted	GO:0005654;GO:0005886;GO:0034451	0.0	ENSG00000077238	4.048	3.0	0.0	2.82	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000379111
P25106	ACKR3	ACKR3	exact	ACKR3	18.202711	ACKR3_HUMAN	1	1	1	1	1	1	0	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm	2	1.0	1.0	0.0	0.0	0.0	surface	0.9454	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000144476	5.0	5.0	0.0	2.294	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000272928
P25445	FAS	FAS	exact	FAS	17.785336	TNR6_HUMAN	1	1	1	1	1	1	1	5	1	0	uniprot,go,surfy,cspa,hpa,deeptmhmm,compartments	4	1.0	1.0	0.0	1.0	0.0	surface	0.8297	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Plasma membrane;Cytosol;Nuclear bodies;Predicted to be secreted	GO:0005829;GO:0005886;GO:0016604	0.0	ENSG00000026103	5.0	5.0	0.0	3.094	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000498466
