gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
CDHR3	Q6ZTQ4	CDHR3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	11.0767	102.3	110.7	214.92556482385208	214.92556482385208
CLDN9	O95484	CLD9_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	53.4479	28.6	96.7	214.18197539825235	214.18197539825235
TMEM62	Q0P6H9	TMM62_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	26.6951	21.5	63.5	213.8556115853217	213.8556115853217
SLC38A9	Q8NBW4	S38A9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	11.7487	54.3	103.7	213.76668961298896	213.76668961298896
LILRA6	Q6PI73	LIRA6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	212.783	16.2	0.7	210.2108225277215	212.783
LPAR3	Q9UBY5	LPAR3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	17.602	34.2	114.7	212.61406300966993	212.61406300966993
DLK2	Q6UY11	DLK2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	15.5788	12.4	111.5	211.5409534729409	211.5409534729409
ZDHHC11	Q9H8X9	ZDH11_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	13.9608	14.9	50.9	211.40902788919232	211.40902788919232
SLC16A12	Q6ZSM3	MOT12_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	32.1487	79.4	33.9	211.14542349177577	211.14542349177577
GHR	P10912	GHR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein)	47.9143	199.5	42.9	211.0283715099727	211.0283715099727
TAS2R38	P59533	T2R38_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	0.205026	0.3	209.6	4.239986821819933	209.6
FAM171A1	Q5VUB5	F1711_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	137.466	97.5	106.8	209.16434034681825	209.16434034681825
SLC15A2	Q16348	S15A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	19.8812	47.8	78.7	208.9469798146308	208.9469798146308
AQP10	Q96PS8	AQP10_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	2.37235	64.5	31.0	208.00769129529064	208.00769129529064
NRG4	Q8WWG1	NRG4_HUMAN	surface	machine learning	False	False	True	False	False	Secreted;Cell membrane (Single-pass type I membrane protein)	15.2045	8.9	7.8	207.8347464655104	207.8347464655104
NRXN1	P58400	NRX1B_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell membrane (Single-pass type I membrane protein)	23.1072	75.9	110.4	206.71410465602767	206.71410465602767
NRXN1	Q9ULB1	NRX1A_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell membrane (Single-pass type I membrane protein)	23.1072	75.9	110.4	206.71410465602767	206.71410465602767
SLC39A10	Q9ULF5	S39AA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	35.6734	45.2	184.7	205.97036905037868	205.97036905037868
SELE	P16581	LYAM2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	29.6699	52.2	4.8	205.11553701334708	205.11553701334708
ROBO3	Q96MS0	ROBO3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	58.3986	8.7	17.6	203.13470034675467	203.13470034675467
CRTAM	O95727	CRTAM_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	202.721	128.2	8.5	25.67947531213512	202.721
FCGR1B	Q92637	FCGRB_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	11.2285	0.0	0.0	202.1234447086939	202.1234447086939
TMEM154	Q6P9G4	TM154_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	33.0093	45.7	27.7	201.8154552228866	201.8154552228866
SLC28A2	O43868	S28A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	14.5335	86.9	167.2	201.74552308843775	201.74552308843775
SEMA5A	Q13591	SEM5A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	28.5793	12.2	71.9	201.4241472539387	201.4241472539387
TIMD4	Q96H15	TIMD4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	108.224	137.3	73.0	200.7133562433891	200.7133562433891
P2RX4	Q99571	P2RX4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	94.9092	35.5	84.6	200.64380600115985	200.64380600115985
SLC44A3	Q8N4M1	CTL3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	35.3066	33.3	86.1	200.32418516715785	200.32418516715785
SCN3B	Q9NY72	SCN3B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	57.8814	73.3	73.9	199.90805346599845	199.90805346599845
CATSPERG	Q6ZRH7	CTSRG_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	84.8194	30.6	7.5	199.3821940084644	199.3821940084644
SIGLEC15	Q6ZMC9	SIG15_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	2.776	2.8	199.1	127.83939847491526	199.1
SLC43A2	Q8N370	LAT4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	48.7988	55.0	29.6	199.00939783410692	199.00939783410692
MERTK	Q12866	MERTK_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	61.4778	89.9	75.0	198.968019087642	198.968019087642
NIPAL2	Q9H841	NPAL2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	61.8785	50.1	41.1	198.6372986943632	198.6372986943632
SLC15A4	Q8N697	S15A4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	92.2825	36.2	66.6	197.96378378618144	197.96378378618144
RGR	P47804	RGR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	5.19666	129.0	104.5	196.99192418059036	196.99192418059036
CD80	P33681	CD80_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	75.1337	6.4	196.5	58.5815870507187	196.5
TPBGL	P0DKB5	TPBGL_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	11.2318	4.1	13.6	194.778765222404	194.778765222404
LILRA1	O75019	LIRA1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	35.7009	13.2	9.6	194.57635389862597	194.57635389862597
OR4D10	Q8NGI6	OR4DA_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	0.0413205	0.0	0.4	193.83597697490868	193.83597697490868
ATP2B2	Q01814	AT2B2_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell membrane (Multi-pass membrane protein)	163.671	88.0	39.2	193.24570431532752	193.24570431532752
FZD10	Q9ULW2	FZD10_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	18.1682	15.7	42.8	192.9111232708147	192.9111232708147
PCDHGB6	Q9Y5F9	PCDGI_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	7.19302	10.7	49.8	192.27035064843892	192.27035064843892
GABBR2	O75899	GABR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	85.8031	62.4	117.2	192.11049032816845	192.11049032816845
IL18RAP	O95256	I18RA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	191.228	101.8	42.0	47.100464096847595	191.228
PLXDC2	Q6UX71	PXDC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	62.1641	28.7	79.1	191.22037650682492	191.22037650682492
NPY5R	Q15761	NPY5R_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	5.64707	8.3	68.5	190.70415079481157	190.70415079481157
GIPR	P48546	GIPR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	101.667	21.4	75.5	189.71532275247193	189.71532275247193
IL22RA1	Q8N6P7	I22R1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	145.233	189.0	45.8	155.3190213022064	189.0
IZUMO3	Q5VZ72	IZUM3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	22.9596	12.9	72.7	188.13081061240945	188.13081061240945
CD163L1	Q9NR16	C163B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted	30.6263	30.0	75.4	186.62420048852204	186.62420048852204
SLC30A1	Q9Y6M5	ZNT1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	37.7814	80.5	136.8	186.5724641684143	186.5724641684143
SLC37A1	P57057	GLPT_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	34.9029	43.1	117.7	186.1719936802022	186.1719936802022
PTPRD	P23468	PTPRD_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	62.9549	39.1	91.9	185.19382821922648	185.19382821922648
TLR2	O60603	TLR2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	184.217	66.0	102.1	179.20808917218014	184.217
IL21R	Q9HBE5	IL21R_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	71.4559	22.9	159.1	183.91459409826484	183.91459409826484
UNC5B	Q8IZJ1	UNC5B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	56.575	26.2	183.7	183.04976592680023	183.7
HRH2	P25021	HRH2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	99.7122	25.7	30.2	183.45623614141095	183.45623614141095
SSTR3	P32745	SSR3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	28.4733	10.3	183.3	82.33206334756811	183.3
PTGFR	P43088	PF2R_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	40.9674	18.8	182.8	60.92980939934788	182.8
EFNB2	P52799	EFNB2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	42.8845	14.5	104.0	182.07538385033104	182.07538385033104
IL5RA	Q01344	IL5RA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.43924	10.1	101.6	181.72235049693504	181.72235049693504
SIGLEC11	Q96RL6	SIG11_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	104.552	52.6	9.2	181.3951467530517	181.3951467530517
FNDC9	Q8TBE3	FNDC9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	32.5756	27.1	2.0	180.06724818778815	180.06724818778815
BTN3A1	O00481	BT3A1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single- pass type I membrane protein)	144.229	79.1	81.5	179.6931958369534	179.6931958369534
MUC22	E2RYF6	MUC22_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	1.68409	16.7	4.5	177.99487532853163	177.99487532853163
LRTM1	Q9HBL6	LRTM1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	9.98228	73.1	10.9	177.69901587181528	177.69901587181528
CACNA1G	O43497	CAC1G_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	31.0963	19.3	177.2	143.19029702781057	177.2
TMEM150B	A6NC51	T150B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	28.7434	60.2	58.0	176.2759463650907	176.2759463650907
HIDE1	A8MVS5	HIDE1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	175.034	0.0	0.0	114.79272726612652	175.034
GGT7	Q9UJ14	GGT7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	161.906	80.2	135.4	173.74067004532202	173.74067004532202
BTN2A2	Q8WVV5	BT2A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	26.0415	34.4	173.4	150.34055283654268	173.4
PTPRG	P23470	PTPRG_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	30.9209	25.0	102.4	172.87574456398366	172.87574456398366
TNFRSF9	Q07011	TNR9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.86495	9.2	172.4	50.379725764691536	172.4
ABCA6	Q8N139	ABCA6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	61.7011	72.9	51.4	171.86019245312673	171.86019245312673
SLC39A9	Q9NUM3	S39A9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	48.7401	41.3	135.2	171.8006402228397	171.8006402228397
ATP13A5	Q4VNC0	AT135_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	3.93031	33.4	92.4	169.84695055123117	169.84695055123117
GCGR	P47871	GLR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	169.696	167.2	4.8	154.76019890601611	169.696
LPAR2	Q9HBW0	LPAR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein);Cell surface	138.832	74.0	82.2	168.84919087486725	168.84919087486725
P2RX3	P56373	P2RX3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	8.7022	3.9	168.8	64.35933810958498	168.8
TMEM108	Q6UXF1	TM108_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	7.5264	32.3	116.9	168.65034339649802	168.65034339649802
XKR3	Q5GH77	XKR3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	13.93	7.6	168.3	10.419842387059091	168.3
AVPR1A	P37288	V1AR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	41.8773	53.5	19.9	167.6015164308894	167.6015164308894
TMEM184A	Q6ZMB5	T184A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	108.456	88.1	124.3	167.10271533629054	167.10271533629054
IL12RB2	Q99665	I12R2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	5.78973	6.2	77.0	167.06797070814292	167.06797070814292
SLC12A4	Q9UP95	S12A4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	107.126	40.7	75.7	166.32847051436653	166.32847051436653
LRP12	Q9Y561	LRP12_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane, coated pit	0.0	17.3	166.3	0.0	166.3
IL3RA	P26951	IL3RA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	53.1202	26.8	134.5	165.9599487978181	165.9599487978181
BTLA	Q7Z6A9	BTLA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	58.7955	26.8	125.1	165.76450385336642	165.76450385336642
PANX2	Q96RD6	PANX2_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, gap junction;Cell membrane (Multi-pass membrane protein)	90.2849	39.0	102.0	164.8821314959834	164.8821314959834
CRB3	Q9BUF7	CRUM3_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Single-pass type I membrane protein);Cell junction, tight junction	42.5525	52.7	102.4	164.58524957199748	164.58524957199748
CNTNAP1	P78357	CNTP1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	164.548	72.7	76.7	136.15341930844264	164.548
C5AR2	Q9P296	C5AR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	30.1639	13.2	54.0	164.22059015821486	164.22059015821486
UTS2R	Q9UKP6	UR2R_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	9.0222	3.4	163.4	54.54116262952507	163.4
